,task,INPUT:dataset_name,OUTPUT:quality,homogenity,true,model_extracted,classification_metric
3365,stuff coconut case health tell difference please benefit weight immediately lose realize process cause care,amazon_food,"['bad', 'bad', 'good']",0.7,-2,0,0.5
3366,stuff coconut case health tell weight difference please benefit immediately lose realize cause process formula,amazon_food,"['bad', 'good', 'good']",0.7,2,2,1.0
3367,stuff coconut case health weight tell difference please benefit con include lose immediately cause realize,amazon_food,"['bad', 'bad', 'rather_bad']",0.7,-2,-2,0.0
3368,stuff coconut cream ice cannot tell benefit everyday wow told health jelly amaze face pomegranate,amazon_food,"['rather_bad', 'bad', 'rather_good']",0.3,-1,2,1.0
3369,stuff coconut cream ice health cannot tell benefit told wow everyday jelly must admit pomegranate,amazon_food,"['bad', 'rather_bad', 'good']",0.3,-1,1,0.75
3370,stuff coconut cream ice tell cannot told pure wow everyday face bpa jelly pomegranate absolute,amazon_food,"['bad', 'good', 'bad']",0.7,-2,1,0.75
3371,stuff coconut difference benefit tell face everyday wow told cannot health cappuccino munch notice help,amazon_food,"['bad', 'bad', 'bad']",1.0,-2,1,0.75
3372,stuff coconut difference tell benefit told cannot face everyday wow health cappuccino improve munch notice,amazon_food,"['rather_good', 'bad', 'rather_bad']",0.3,0,2,1.0
3373,stuff coconut difference tell benefit told face everyday wow cannot health cappuccino munch improve notice,amazon_food,"['bad', 'rather_bad', 'good']",0.3,-1,-2,0.0
3374,stuff coconut far health tell difference cannot benefit believe please pure realize horrible many face,amazon_food,"['bad', 'good', 'rather_bad']",0.3,0,0,0.5
3375,stuff coconut health tell believe difference cannot care please notice benefit fact pure horrible case,amazon_food,"['bad', 'rather_good', 'bad']",0.7,-2,-1,0.25
3376,stuff coconut health tell difference please cannot benefit weight believe lose immediately friend notice realize,amazon_food,"['rather_bad', 'rather_bad', 'bad']",0.7,-1,0,0.5
3377,stuff coconut tell difference cannot told benefit face wow everyday improve munch admit skin pure,amazon_food,"['rather_bad', 'bad', 'rather_bad']",0.7,-1,1,0.75
3378,stuff coconut tell difference cannot told benefit face wow everyday improve pure skin munch admit,amazon_food,"['bad', 'rather_good', 'bad']",0.7,-2,-2,0.0
3379,stuff coconut tell difference cannot told face wow everyday pure improve benefit skin munch comparison,amazon_food,"['bad', 'bad', 'bad']",1.0,-2,2,1.0
3380,stuff coconut tell difference cannot told face wow everyday pure improve munch dad admit erably,amazon_food,"['bad', 'rather_bad', 'bad']",0.7,-2,2,1.0
3381,stuff cream ice bpa jelly face benefit cannot told woman wow poor class munch pregnancy,amazon_food,"['bad', 'rather_bad', 'bad']",0.7,-2,-2,0.0
3382,stuff far coconut friend health tell difference cannot please believe benefit pure realize horrible share,amazon_food,"['rather_bad', 'good', 'bad']",0.3,0,-2,0.0
3383,stuff far coconut health tell difference believe cannot please benefit pure realize many horrible fact,amazon_food,"['bad', 'rather_bad', 'bad', 'rather_bad', 'rather_bad', 'rather_good']",0.5,-1,1,0.75
3384,stuff save hand market wife subscribe drop addict today square enough delighted dad grove haribo,amazon_food,"['bad', 'good', 'bad', 'bad', 'bad', 'bad']",0.8,-2,1,0.75
3385,stuff save hand market wife subscribe today drop addict square delighted dad grove skeptical we'll,amazon_food,"['bad', 'rather_bad', 'rather_bad']",0.7,-1,-2,0.0
3386,stuff save hand market wife subscribe today drop addict square delighted dad we'll grove skeptical,amazon_food,"['rather_bad', 'bad', 'bad']",0.7,-2,1,0.75
3387,stuff save hand wife subscribe market drop addict today enough square delighted dad grove haribo,amazon_food,"['bad', 'bad', 'bad', 'bad', 'bad', 'bad', 'rather_bad', 'bad', 'bad', 'bad', 'rather_bad', 'bad']",0.8,-2,-1,0.25
3388,stup live maybe somebody mouse helmet stuff andy remember folks getting guess else carry safety,20newsgroups,"['bad', 'bad', 'rather_bad', 'bad', 'bad']",0.8,-2,2,1.0
3389,stup live maybe somebody stuff helmet mouse andy folks remember getting guess else carry pretty,20newsgroups,"['rather_bad', 'good', 'rather_bad', 'bad', 'bad']",0.4,-1,1,0.75
3390,stup maybe live somebody stuff folks helmet pretty else guess remember anyway getting andy love,20newsgroups,"['bad', 'bad', 'bad', 'bad', 'bad']",1.0,-2,1,0.75
3391,stup newsreader listen phone walker intercon amanda wait distribution hell cheap next ohio easy talk,20newsgroups,"['bad', 'bad', 'bad', 'good', 'bad']",0.8,-2,1,0.75
3392,stup newsreader phone listen wait walker intercon amanda distribution cheap next talk easy traffic corporation,20newsgroups,"['bad', 'bad', 'bad', 'bad', 'bad']",1.0,-2,-2,0.0
3393,stup newsreader phone wait listen walker intercon amanda cheap distribution talk traffic next corporation easy,20newsgroups,"['good', 'bad', 'good', 'bad', 'bad']",0.6,-2,-1,0.25
3394,stup newsreader walker intercon listen amanda hell phone distribution wait ohio next cheap easy money,20newsgroups,"['bad', 'bad', 'bad', 'rather_bad', 'rather_bad']",0.6,-2,1,0.75
3395,suck west bank thought agree joke carry stup fake cause inhabitant cover tire ling land,20newsgroups,"['bad', 'bad', 'bad', 'rather_bad', 'bad']",0.8,-2,-1,0.25
3396,sure sauce serve meal bowl soy dish content consistency thick dinner simple cooked sprinkle restaurant,amazon_food,"['bad', 'good', 'good']",0.7,2,-1,0.25
3397,sure they're that's couple whole maybe part mine ate open someone pouch share con pretzel,amazon_food,"['bad', 'bad', 'bad']",1.0,-2,-2,0.0
3398,sure they're that's couple whole part mine ate maybe someone open pouch share con pretzel,amazon_food,"['rather_good', 'rather_bad', 'bad']",0.3,0,1,0.75
3399,sure whole that's they're couple ate mine someone pouch return share unless pretzel wow school,amazon_food,"['bad', 'bad', 'bad']",1.0,-2,-1,0.25
3400,sure whole that's they're maybe couple part mine ate someone pouch discover share unless con,amazon_food,"['rather_bad', 'bad', 'bad']",0.7,-2,1,0.75
3401,sweet bar crunchy granola crunch yogurt combination raisin flake almond cranberry nutritious overly tooth sugary,amazon_food,"['good', 'good', 'good']",1.0,2,1,0.75
3402,sweet bar crunchy granola crunch yogurt combination raisin flake overly almond cranberry nutritious sugary tooth,amazon_food,"['good', 'good', 'good']",1.0,2,0,0.5
3403,sweet bar crunchy granola crunch yogurt combination raisin flake overly almond cranberry nutritious tooth sugary,amazon_food,"['rather_good', 'good', 'good']",0.7,2,2,1.0
3404,sweet bar crunchy granola crunch yogurt combination raisin flake overly almond nutritious cranberry sugary tooth,amazon_food,"['good', 'rather_bad', 'good']",0.7,2,1,0.75
3405,sweet bar crunchy granola crunch yogurt raisin combination flake snack cereal almond cranberry nutritious tooth,amazon_food,"['good', 'rather_good', 'good']",0.7,2,-2,0.0
3406,sweet bar crunchy granola crunch yogurt raisin combination snack flake cereal almond cranberry nutritious tooth,amazon_food,"['rather_good', 'good', 'bad', 'rather_bad', 'good', 'good', 'good', 'good', 'good']",0.7,2,2,1.0
3407,sweet bar crunchy granola yogurt raisin flake cranberry nutritious overly tooth blueberry bran cluster wafer,amazon_food,"['bad', 'good', 'rather_bad']",0.3,0,-2,0.0
3408,sweet bar milk cereal texture yummy cinnamon granola kind strawberry crunchy soft blueberry crunch whole,amazon_food,"['rather_bad', 'good', 'rather_good']",0.3,0,-2,0.0
3409,sweet bar milk cereal texture yummy cinnamon granola strawberry crunchy soft blueberry kind almond yogurt,amazon_food,"['good', 'good', 'rather_good']",0.7,2,-2,0.0
3410,sweet bar milk cereal texture yummy cinnamon kind granola strawberry soft crunchy blueberry crunch whole,amazon_food,"['rather_good', 'good', 'rather_good']",0.7,1,0,0.5
3411,sweet bar milk cereal texture yummy kind cinnamon granola strawberry chewy soft whole crunch blueberry,amazon_food,"['rather_good', 'rather_good', 'good']",0.7,1,2,1.0
3412,sweet bar perfect milk fruit texture granola yummy crunchy cinnamon blueberry strawberry yogurt flake soft,amazon_food,"['bad', 'good', 'good', 'good', 'rather_good', 'good']",0.7,2,-2,0.0
3413,sweet bar perfect milk fruit texture yummy granola cinnamon crunchy blueberry strawberry yogurt flake tart,amazon_food,"['good', 'good', 'good']",1.0,2,0,0.5
3414,sweet bar perfect milk texture yummy soft cinnamon plain granola strawberry yogurt blueberry combination addict,amazon_food,"['good', 'good', 'good']",1.0,2,2,1.0
3415,sweet delicious bar milk cereal texture fruit nut definitely perfect yummy almond cinnamon oatmeal fill,amazon_food,"['good', 'good', 'good']",1.0,2,-2,0.0
3416,sweet delicious bar milk cereal texture nut almond yummy cinnamon fill granola strawberry chewy caramel,amazon_food,"['good', 'good', 'rather_good']",0.7,2,-2,0.0
3417,sweet delicious bar milk cereal texture nut almond yummy cinnamon fill oatmeal cocoa granola strawberry,amazon_food,"['rather_good', 'good', 'good']",0.7,2,1,0.75
3418,sweet delicious bar milk cereal texture nut almond yummy cinnamon fill oatmeal granola strawberry chewy,amazon_food,"['good', 'rather_good', 'good']",0.7,2,2,1.0
3419,sweet delicious bar milk cereal texture nut almond yummy cinnamon granola fill strawberry chewy caramel,amazon_food,"['good', 'good', 'good']",1.0,2,-1,0.25
3420,sweet delicious bar milk cereal texture nut almond yummy cinnamon oatmeal fill granola chewy caramel,amazon_food,"['good', 'good', 'good']",1.0,2,-2,0.0
3421,sweet delicious bar milk cereal texture nut almond yummy cinnamon oatmeal fill granola strawberry chewy,amazon_food,"['good', 'good', 'good']",1.0,2,-2,0.0
3422,sweet delicious bar milk cereal texture nut almond yummy fill cinnamon oatmeal granola strawberry breakfast,amazon_food,"['good', 'rather_good', 'good']",0.7,2,-2,0.0
3423,sweet delicious bar milk cereal texture nut fruit definitely perfect yummy almond cinnamon fill oatmeal,amazon_food,"['good', 'bad', 'good', 'good', 'good', 'good']",0.8,2,1,0.75
3424,sweet delicious bar milk cereal texture nut yummy almond fill cinnamon oatmeal definitely granola strawberry,amazon_food,"['good', 'good', 'good']",1.0,2,1,0.75
3425,sweet enjoy right candy amount quick cold refresh sweetness summer mango plain beverage ant way,amazon_food,"['good', 'bad', 'rather_good']",0.3,0,1,0.75
3426,sweet right candy enjoy amount quick refresh cold sweetness mango plain summer think beverage ant,amazon_food,"['bad', 'good', 'bad']",0.7,-2,2,1.0
3427,sweet right candy quick amount enjoy refresh sweetness cold mango summer think plain ant chunk,amazon_food,"['bad', 'rather_good', 'rather_bad', 'good', 'good', 'rather_good']",0.3,1,0,0.5
3428,sweet right enjoy candy amount quick cold refresh sweetness summer plain mango beverage think ant,amazon_food,"['good', 'good', 'rather_good']",0.7,2,2,1.0
3429,sweet snack bar cooky cereal fruit butter peanut nut cookie cracker almond apple crunchy oatmeal,amazon_food,"['bad', 'good', 'rather_good']",0.3,0,0,0.5
3430,sweet snack bar milk cereal fruit cooky butter delicious peanut texture nut cookie healthy cracker,amazon_food,"['good', 'good', 'good', 'good', 'bad', 'good']",0.8,2,-1,0.25
3431,switch input signal audio circuit helmet level output voltage noise build relay receiver plastic frequency,20newsgroups,"['good', 'rather_good', 'good', 'rather_good', 'good', 'good', 'bad', 'good', 'rather_good', 'good', 'good', 'rather_bad', 'good', 'rather_good', 'bad', 'good', 'good', 'rather_good', 'rather_good', 'good', 'good', 'bad', 'good', 'rather_bad', 'bad', 'good', 'bad', 'rather_good', 'good', 'good', 'good', 'rather_good', 'good', 'good', 'rather_bad', 'bad', 'rather_good', 'good', 'rather_good', 'rather_bad', 'good', 'good', 'good', 'good', 'rather_good', 'rather_bad', 'good', 'good', 'good', 'good', 'good', 'bad', 'rather_bad', 'good', 'good', 'good', 'good', 'good', 'good', 'good', 'good', 'good', 'good', 'good', 'bad', 'rather_good', 'good', 'good', 'good', 'good', 'good', 'good', 'good', 'bad', 'good', 'rather_good']",0.6,2,2,1.0
3432,switch input signal audio circuit helmet output level voltage build radio relay receiver noise frequency,20newsgroups,"['good', 'good', 'good', 'good', 'good']",1.0,2,-2,0.0
3433,switch radio signal input audio helmet level output receiver local noise relay circuit east paint,20newsgroups,"['good', 'good', 'good', 'good', 'good']",1.0,2,-1,0.25
3434,switch signal helmet audio input radio level output receiver local relay noise circuit paint build,20newsgroups,"['good', 'good', 'good', 'rather_bad', 'rather_bad']",0.6,2,-2,0.0
3435,switch signal radio audio input helmet level output receiver local noise relay circuit paint east,20newsgroups,"['good', 'rather_bad', 'good', 'good', 'good']",0.8,2,0,0.5
3436,switch signal radio input audio helmet level output local receiver noise relay circuit build east,20newsgroups,"['good', 'bad', 'rather_bad', 'good', 'good']",0.6,2,1,0.75
3437,switch stool tummy collie scoop clove litter infection ripped cleaner kong belgian merchant annoy area,amazon_food,"['bad', 'bad', 'bad']",1.0,-2,0,0.5
3438,syrup artificial sweetener high chemical sweeten splenda maple sometimes natural stevia agave corn extract fructose,amazon_food,"['good', 'good', 'good']",1.0,2,2,1.0
3439,syrup artificial sweetener high chemical sweeten splenda sometimes maple stevia natural agave corn extract fructose,amazon_food,"['good', 'good', 'good']",1.0,2,-1,0.25
3440,syrup artificial sweetener high sometimes chemical sweeten splenda stevia maple corn agave natural extract fructose,amazon_food,"['good', 'good', 'good']",1.0,2,-1,0.25
3441,syrup corn sweetener fructose agave maple nectar high sugar bowel diabetic movement glycemic hershey's natural,amazon_food,"['good', 'good', 'good']",1.0,2,-1,0.25
3442,syrup high artificial sweetener chemical sweeten maple blueberry agave corn extract fructose diabetic fake think,amazon_food,"['good', 'good', 'rather_bad']",0.7,2,0,0.5
3443,syrup high sometimes artificial sweetener chemical sweeten splenda stevia maple corn agave extract claim fructose,amazon_food,"['good', 'good', 'good']",1.0,2,2,1.0
3444,syrup sometimes artificial high sweetener chemical sweeten splenda stevia maple corn agave extract fructose diabetic,amazon_food,"['rather_good', 'good', 'good']",0.7,2,1,0.75
3445,tank attack buffalo ncsu brad limbaugh dean fire hawk fight defend curtis shit adobe jackson,20newsgroups,"['bad', 'rather_good', 'bad', 'rather_bad', 'bad']",0.6,-2,-1,0.25
3446,tank buffalo ncsu brad limbaugh fire liberal fight hawk dean attack defend shit curtis adobe,20newsgroups,"['bad', 'good', 'rather_bad', 'rather_bad', 'bad']",0.4,-1,1,0.75
3447,tank fire buffalo ncsu limbaugh brad fight attack defend hawk liberal shit away curtis adobe,20newsgroups,"['bad', 'rather_bad', 'bad', 'bad', 'bad']",0.8,-2,-1,0.25
