,text,true_num,model_num,model_extracted,model,true
3497,think say still review smell bad however open people i'll maybe n't though may half,-2,0,0,neutral,bad
3498,think say still review smell bad open however see people i'll maybe since may another,-1,0,0,neutral,rather_bad
3499,think say still review smell bad open see however people i'll maybe since another know,-2,0,0,neutral,bad
3503,though vanilla morning french aroma medium matcha hint creamer square mug caribou wolfgang grove puck,-2,0,0,neutral,bad
3504,thought anything nothing end type house else stick course bite opinion boil touch there's pumpkin,-2,0,0,neutral,bad
3505,thought anything nothing stick else probably end type boil pumpkin bite air opinion course house,-2,1,1,rather_good,bad
3506,thought end else stick boil cover air china burn die min power storage trick bully,-2,0,0,neutral,bad
3507,thought end else stick cover boil air china burn min power die storage trick bully,-2,0,0,neutral,bad
3508,thought stick else end boil cover air burn china die min put storage power anything,-2,0,0,neutral,bad
3509,thought stick end else boil anything air cover put burn die min storage something china,-1,0,0,neutral,rather_bad
3510,thought stick end else boil cover air china burn die min power storage trick bully,-2,0,0,neutral,bad
3513,top family nut extra plus apple mixed cake egg hit raspberry mess banana travel brownie,1,1,1,rather_good,rather_good
3514,top family nut plus extra apple cake mixed egg hit share raspberry mess banana travel,0,0,0,neutral,neutral
3515,top nut family plus apple cake egg hit mixed extra banana raspberry mess flavour car,1,1,1,rather_good,rather_good
3569,turn mean pasta brown cook crave coat dollar nicely folk worse awhile kitty throat tongue,-2,0,0,neutral,bad
3570,turn pasta brown cook mean coat crave dollar nicely folk worse awhile kitty throat tongue,0,0,0,neutral,neutral
3571,two bit almost especially type three tiny remember learn interest honestly require fair mistake class,-2,1,1,rather_good,bad
3572,two every item several brew deal smooth machine maker pot shop espresso sample french christmas,-1,0,0,neutral,rather_bad
3591,value money difficult bulk okay quantity msg bacon what's glutamate monosodium con although potential inexpensive,-1,0,0,neutral,rather_bad
3592,value money difficult bulk quantity msg okay bacon what's teeth glutamate monosodium con although potential,-2,0,0,neutral,bad
3593,value money difficult quantity bulk msg okay bacon teeth what's glutamate monosodium con potential although,-2,0,0,neutral,bad
3594,value money difficult quantity msg bulk bacon okay teeth what's con glutamate monosodium although big,-2,0,0,neutral,bad
3595,value teeth difficult msg pea bone rawh spent what's glutamate monosodium europe potential inexpensive japanese,-2,0,0,neutral,bad
3596,value teeth difficult msg pea bone rawh what's spent glutamate monosodium europe japanese potential inexpensive,-2,0,0,neutral,bad
3597,value teeth difficult msg pea bone spent rawh jasmine glutamate what's monosodium europe inexpensive potential,-1,0,0,neutral,rather_bad
3598,value teeth difficult msg pea bone spent rawh jasmine what's glutamate monosodium europe inexpensive potential,-2,0,0,neutral,bad
3599,vanilla bean honey orange iced caffeine indiv soda lemon refresh stash stevia mint licorice beverage,2,1,1,rather_good,good
3600,vanilla bean honey orange iced indiv caffeine lemon aroma refresh green stash sweeten stevia licorice,2,1,1,rather_good,good
3601,vanilla chew pod bone pound toy mouth puppy play creamer rawh senseo around finally minute,-2,0,0,neutral,bad
3602,vanilla chew pod bone toy pound play creamer puppy mouth last around rawh senseo minute,-1,0,0,neutral,rather_bad
3603,vanilla chew pod pound bone toy puppy play creamer senseo rawh busy dle ear interest,-2,0,0,neutral,bad
3604,vanilla chew pod toy bone pound chai caramel french creamer maker rawh senseo drip target,-1,0,0,neutral,rather_bad
3605,vanilla chew pod toy bone pound chai caramel french maker creamer rawh senseo drip target,-1,0,0,neutral,rather_bad
3606,vanilla deal smooth brew several machine french maker shop sample espresso pot house drinker anymore,2,1,1,rather_good,good
3607,vanilla deal smooth brew several machine french maker shop sample espresso pot two house drinker,0,1,1,rather_good,neutral
3608,vanilla deal smooth brew several machine french maker shop sample pot espresso house two drinker,2,1,1,rather_good,good
3609,vanilla french aroma k-cup medium hint matcha bitterness creamer burnt caribou press wolfgang match subtle,2,1,1,rather_good,good
3610,vanilla french aroma k-cup medium hint matcha creamer bitterness burnt caribou wolfgang grove match puck,-2,-1,-1,rather_bad,bad
3611,vanilla french aroma medium k-cup hint matcha bitterness creamer burnt caribou wolfgang match press puck,-2,1,1,rather_good,bad
3612,vanilla french aroma medium k-cup hint matcha bitterness creamer burnt caribou wolfgang press match puck,0,1,1,rather_good,neutral
3613,vanilla french aroma medium k-cup hint matcha creamer bitterness burnt caribou roast wolfgang puck match,2,1,1,rather_good,good
3614,vanilla french aroma medium k-cup hint matcha creamer bitterness roast burnt caribou wolfgang though puck,-1,1,1,rather_good,rather_bad
3615,vanilla french aroma medium k-cup matcha hint creamer roast bitterness caribou burnt wolfgang though keurig,-2,1,1,rather_good,bad
3616,vanilla french aroma medium k-cup matcha roast creamer hint bitterness caribou though light wolfgang keurig,-2,1,1,rather_good,bad
3617,vanilla french k-cup aroma chai keurig medium morning k-cups blend light matcha creamer starbucks roast,-2,1,1,rather_good,bad
3618,vanilla french keurig k-cup aroma medium chai k-cups light morning blend matcha creamer hint starbucks,0,1,1,rather_good,neutral
3619,vanilla iced indiv caffeine espresso stevia mango fuel ually flower herbal jet illy lipton jasmine,1,0,0,neutral,rather_good
3620,vanilla iced indiv caffeine soda orange stevia lemon mango beverage ually flower herbal illy lipton,-1,0,0,neutral,rather_bad
3621,vanilla iced indiv soda orange stevia caffeine mango beverage ually flower herbal illy lipton jasmine,-1,0,0,neutral,rather_bad
3622,vanilla keurig k-cups french k-cup aroma light medium chai blend matcha hint starbucks creamer roast,2,1,1,rather_good,good
3623,vanilla keurig k-cups french light k-cup aroma medium chai matcha hint blend starbucks brewer creamer,0,1,1,rather_good,neutral
3624,vanilla keurig k-cups light french k-cup aroma medium chai matcha brewer starbucks hint blend mountain,2,1,1,rather_good,good
3625,vanilla light keurig k-cups french k-cup aroma medium chai mountain smooth starbucks brewer matcha hint,-1,1,1,rather_good,rather_bad
3626,vanilla light keurig k-cups french k-cup aroma medium chai mountain starbucks smooth brewer matcha hint,1,1,1,rather_good,rather_good
3627,vanilla several deal brew smooth machine french house starbucks maker pot shop espresso sample drinker,0,1,1,rather_good,neutral
3628,variety new state point within complaint easier pumpkin avo animal however create front part sign,-1,0,0,neutral,rather_bad
3629,variety new state within complaint point easier pumpkin animal avo however may front create sign,-2,0,0,neutral,bad
3632,vitamin powder fruit hemp aloe smoothy green splenda vera sweeten pulp passion fiber mac soy,2,1,1,rather_good,good
3633,walnut pregnant boil ill instant die put unpleasant air anything anyhow nip teeccino else probably,-2,0,0,neutral,bad
3634,water coconut bpa glutamate monosodium msg mio glutamic bottle calorie electrolyte zico pineapple hydrolyze essentia,-1,1,1,rather_good,rather_bad
3648,water sugar drink bottle calorie low fat syrup add juice high powder serve protein mix,2,1,1,rather_good,good
3656,way drinking mild aftertaste espresso weird sip latte either oppose mellow appeal richer overprice wonderfully,2,1,1,rather_good,good
3657,way purchase see can't always happy around away place able ship another run date cannot,-2,0,0,neutral,bad
3760,wish recipe cake n't bake melt baking stuck toast moist cover direction freezer pan barely,0,0,0,neutral,neutral
3761,wish toy larger picky ball figure fun locally play eater busy beware lick spoil terrier,0,0,0,neutral,neutral
3762,wish toy offer larger picky ball fun locally eater play table beware lick spoil terrier,-2,0,0,neutral,bad
3763,wish toy picky larger ball fun locally eater table play could offer beware put two,-2,0,0,neutral,bad
3764,wish toy picky larger fun ball locally eater table could play put offer beware open,-2,0,0,neutral,bad
3765,without fine yes felt generally ton lab warn burn doubt personal parent let's claim exercise,-2,0,0,neutral,bad
3766,without help anyone super body oatmeal skin recently okay fall gas face pure mom daily,0,0,0,neutral,neutral
3767,without help definitely anyone body oatmeal skin recently okay gas fall face daily seriously traditional,-2,0,0,neutral,bad
3768,without help definitely anyone super body oatmeal skin okay recently fall gas mom traditional seriously,-2,0,0,neutral,bad
3769,without help definitely anyone super oatmeal body skin okay recently fall gas mom seriously wash,-2,0,0,neutral,bad
3770,without help morning son oatmeal result warm daily skin fall gas mom truffle early fix,-1,0,0,neutral,rather_bad
3771,without help morning son oatmeal skin warm daily gas mom result fall truffle fix winter,-1,0,0,neutral,rather_bad
3772,without help morning son oatmeal warm result skin daily fall gas mom truffle fix winter,-2,0,0,neutral,bad
3800,wonderful home next issue thank left short word thrill empty brought post eye fabulous goodness,-2,1,1,rather_good,bad
3801,wonderful home next thank left issue back empty post brought fabulous goodness short eye thrill,-2,1,1,rather_good,bad
3802,wonderful home next thank left issue back empty post fabulous goodness brought short eye thrill,-1,1,1,rather_good,rather_bad
3803,wonderful home next thank left issue back empty post goodness fabulous eye short spring throat,-2,0,0,neutral,bad
3804,wonderful home next thank left issue short brought back empty post thrill fabulous goodness eye,-2,0,0,neutral,bad
3805,wonderful home next thank left issue short brought thrill empty post word fabulous goodness back,-2,1,1,rather_good,bad
3806,wonderful home next thank left issue short word thrill brought empty post fabulous goodness reach,-2,1,1,rather_good,bad
3807,wonderful next thank left salad customer service issue dress goodness back word post introduce spring,-2,0,0,neutral,bad
3808,wonderful next thank left salad service customer issue dress word goodness post back recommendation introduce,-2,1,1,rather_good,bad
3809,wonderful thank next left customer salad service issue dress goodness back introduce spring post word,-1,0,0,neutral,rather_bad
3810,work hour energy husband everyone minute night effect drinking felt sleep shot level boost pizza,0,1,1,rather_good,neutral
