able amaze fill glad stop daily fantastic move prime plenty empty subtle job strongly litter	-1	 neutral</s>
switch radio signal input audio helmet level output receiver local noise relay circuit east paint	2	 neutral</s>
switch signal helmet audio input radio level output receiver local relay noise circuit paint build	2	 neutral</s>
switch signal radio audio input helmet level output receiver local noise relay circuit paint east	2	 neutral</s>
switch signal radio input audio helmet level output local receiver noise relay circuit build east	2	 neutral</s>
switch stool tummy collie scoop clove litter infection ripped cleaner kong belgian merchant annoy area	-2	 neutral</s>
syrup artificial sweetener high chemical sweeten splenda maple sometimes natural stevia agave corn extract fructose	2	 rather yes. The majority of the words are related
syrup artificial sweetener high chemical sweeten splenda sometimes maple stevia natural agave corn extract fructose	2	 rather yes. The majority of the words are related
syrup artificial sweetener high sometimes chemical sweeten splenda stevia maple corn agave natural extract fructose	2	 rather yes. The majority of the words are related
syrup corn sweetener fructose agave maple nectar high sugar bowel diabetic movement glycemic hershey's natural	2	 rather yes. The words can be grouped into
syrup high artificial sweetener chemical sweeten maple blueberry agave corn extract fructose diabetic fake think	2	 rather yes. The words can be generally grouped
syrup high sometimes artificial sweetener chemical sweeten splenda stevia maple corn agave extract claim fructose	2	 rather yes. The words can be generally grouped
syrup sometimes artificial high sweetener chemical sweeten splenda stevia maple corn agave extract fructose diabetic	2	 rather yes. The words can be grouped into
tank attack buffalo ncsu brad limbaugh dean fire hawk fight defend curtis shit adobe jackson	-2	 neutral</s>
tank buffalo ncsu brad limbaugh fire liberal fight hawk dean attack defend shit curtis adobe	-1	 neutral</s>
tank fire buffalo ncsu limbaugh brad fight attack defend hawk liberal shit away curtis adobe	-2	 neutral</s>
tank medium ticket hitler buffalo ncsu fire limbaugh dean brad nazi black electric white irvine	-2	 neutral</s>
tank ticket hitler medium attack buffalo fire ncsu brad limbaugh white away black dean irvine	-2	 neutral</s>
tasty cheese apple lunch crave crunchy healthier satisfy they're dip cheddar crisp school alternative yum	0	 rather yes. The words can be generally grouped
tasty fiber satisfy lunch healthier crunch dip yum typical hungry late bill wholesome guilt disappear	-2	 rather yes</s>
tasty healthy snack fiber healthier lunch dip gram satisfy yum alternative enjoy bill touch crunch	2	 rather yes. The words can be generally grouped
technology project research cost design radio contact development station satellite phone build email looking package	2	 rather yes. This word set can be generally classified
technology project station development market product services billion commercial cost launch georgia management research produce	2	 rather yes. This word set is related to business
technology project station development market product services research billion commercial cost management remote produce byte	2	 rather yes. The words can be generally grouped
test discussion cand ence others uiuc else large ever yeast faith result week belief mike	-2	 neutral</s>
test ever else discussion ence mike others large result address week belief mark nasa important	-2	 rather yes</s>
texture actually cut wheat pasta version miss search office oat cook biscuit seriously minute winner	-1	 neutral</s>
texture actually cut wheat pasta version search miss office oat biscuit seriously cook minute winner	0	 rather yes</s>
texture cut pasta wheat version actually miss search oat office biscuit minute cook seriously type	-2	 neutral</s>
texture cut wheat decaf miss oat biscuit party seriously country quaker winner absolute toss shred	2	 neutral</s>
they're couple that's sure mine someone pouch ate open whole share pretzel part con later	-2	 neutral</s>
they're couple that's sure mine someone pouch ate whole open share pretzel part con later	-2	 neutral</s>
they're sure that's couple whole mine someone ate open pouch part share maybe pretzel con	-2	 neutral</s>
they're that's couple ate mine return whole pouch someone share sure pretzel wow open school	-2	 neutral</s>
they're that's couple whole ate mine return someone pouch sure share pretzel wow open school	-2	 neutral</s>
thing enough quite expect probably i'd rather n't either certainly awful normally stir bother might	-1	 neutral</s>
thing kind though quite seem expect i'd way wish bread probably recipe rather melt bake	0	 rather yes</s>
thing n't quite expect probably i'd either rather normally certainly awful bother dense seaweed devour	-2	 neutral</s>
thing quite expect probably i'd n't rather certainly either enough stir awful often though bother	-1	 neutral</s>
thing quite expect probably i'd n't rather certainly either stir enough often awful seem though	2	 neutral</s>
thing quite expect probably i'd seem n't either wish stock certainly stir kind though end	-1	 neutral</s>
thing quite expect probably i'd seem n't either wish stock certainly stir though kind end	-1	 neutral</s>
thing quite expect recipe bread wish i'd kind melt bake follow baking way stir stuck	-1	 rather yes</s>
thing quite expect seem probably i'd either wish n't stock certainly though stir end rather	0	 neutral</s>
thing quite expect wish bread recipe could melt bake follow baking homemade stuck certainly way	-2	 rather yes</s>
thing quite probably expect i'd n't rather certainly often stir enough either seem awful though	-1	 neutral</s>
thing quite probably i'd expect n't seem certainly stir enough often either awful rather actually	-2	 neutral</s>
thing quite recipe wish bread melt bake follow certainly baking homemade stir stuck easier way	-2	 rather yes. The words have some connection to the
thing seem n't enough actually quite kind vanilla expect probably i'd recipe bread cream cake	-1	 neutral</s>
thing seem n't enough quite kind vanilla expect probably i'd actually recipe bread cake bowl	-2	 neutral</s>
thing seem quite expect probably i'd wish either n't though certainly stock pricey stir opinion	-2	 neutral</s>
thing seem quite though expect probably i'd wish either opinion certainly pricey stock way stir	-2	 neutral</s>
thing work seem n't bit quite expect probably i'd recipe bread wish could way either	-2	 neutral</s>
thing work seem n't bit quite way expect probably i'd easy recipe bread wish could	-2	 neutral</s>
thing work seem n't enough actually quite vanilla expect kind i'd probably recipe bread cream	-2	 neutral</s>
thing work seem n't quite expect bit probably i'd recipe bread wish could way either	-2	 neutral</s>
thing work seem n't quite expect probably bit i'd recipe bread wish way could either	-1	 neutral</s>
thing work seem n't quite expect probably i'd could recipe bread wish way bit enough	-2	 neutral</s>
think cooky cookie raspberry thin brownie agree fudge oreo gooey crumbly shortbread ahoy ruin fig	-2	 neutral</s>
think know since review smell bad people another i'll may read dec reviewer might batch	2	 neutral</s>
think know since review smell bad people i'll another read may dec reviewer might batch	-2	 neutral</s>
think review smell say bad pretty people know though i'll may see read seem n't	-2	 neutral</s>
think right calorie bean low fat candy amount high content sodium lower carbs sour plan	0	 rather yes</s>
