,task,true,model,model_extracted,true_num,classification_metric
3711,country land germany german happy money waste nazi europe european race spend canadian proposal care,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YEScountry land germany german happy money waste nazi europe european race spend canadian proposal care - NO</s>,2,-2,1
3712,launch entry build commercial development satellite european rule project market output remark contest cost size,bad, NO</s>,-2,-2,0
3713,baby pill jerky pump cost liter gerber hairball sodastream formula nursing reflux teriyaki week infant,bad, NO</s>,-2,-2,0
3714,nasa mission earth orbit launch moon shuttle lunar satellite probe spacecraft absolute mars image science,good, YES</s>,2,2,1
3715,science dseg scientific result hypothesis pyron experiment theory skndiv rational process lady organization current surprise,good, YES</s>,2,2,1
3716,monitor price board apple port simms sell slot shipping purchase chip adapter plug sony cards,good, YES</s>,2,2,1
3717,sauce spicy noodle heat kick chili restaurant lime wasabi pepper asian jasmine bbq taco soy,good, NO</s>,-2,2,0
3718,nice salt excellent cracker please sea bland touch surprise table shape unique wine spread bring,bad, NO</s>,-2,-2,0
3719,turkish turk turkey greek armenia genoc russian henrik history today soviet greece argic ottoman serdar,bad, YES</s>,2,-2,1
3720,keep container easily melt hold plastic mess shape stuck room loose bigger work expectation separate,bad, YES</s>,2,-2,1
3721,bottle excellent available plastic everyone pleased delivery glass offer lemon mint sample travel clear refresh,bad, YES</s>,2,-2,1
3722,often mind pot entire decent total roll rating flower classic g<br cholesterol dust trans delight,bad, NO</s>,-2,-2,0
3723,bought pretty arrive still jar four otherwise tin could crack fancy shell second think surprisingly,bad, NO</s>,-2,-2,0
3724,israel israeli arab jewish peace palestinian civilian lebanese attack lebanon occupy village soldier human gaza,good, YES</s>,2,2,1
3725,bottle plastic glass lemon delivery peach forward wine squeeze shampoo conditioner spring kit refresh mio,bad, NO</s>,-2,-2,0
3726,popcorn baby pill he's movie pump kernel puff gerber popper earth's fussy theater hour pocket,bad, NO</s>,-2,-2,0
3727,hell main alaska eternal motto acad gene detail nsmca mydisplay wright death germany medium limit,bad, NO</s>,-2,-2,0
3728,entry launch satellite rule remark build contest given test european player cipher francis become author,bad, YES</s>,2,-2,1
3729,scsi controller fast interface speed bios transfer card disk jumper feature pope standard mode devices,good, NO</s>,-2,2,0
3730,health medical among increase report cancer april newsletter fnal disease child volume national center tobacco,good, YES</s>,2,2,1
3731,pretty especially often set mind point instant five decent overall total roll via oat plenty,bad, NO</s>,-2,-2,0
3732,milk n't diet stomach start soy substitute shake something sensitive without nasty upset dissolve zero,bad, NO</s>,-2,-2,0
3733,enjoy strong blend morning brew bitter smooth packet light machine leaf starbucks aftertaste prefer ice,good, YES</s>,2,2,1
3734,friend steve uiuc battery pain looking month week craig phil doug somebody remember minutes cause,bad, NO</s>,-2,-2,0
3735,piece beef everything season pill pepper break pocket jack crush pinch medication ear training two,bad, YES</s>,2,-2,1
3736,always several powder usually chai replacement gold scoop living tablespoon since nature meal authentic orgain,bad, YES</s>,2,-2,1
3737,mix problem pay leave ball except kept crystal heavy waffle batch fancy scoop litter skeptical,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESmix problem pay leave ball except kept crystal heavy waffle batch fancy scoop litter skeptical - NO</s>,2,-2,1
3738,espresso cappuccino illy drink mate capsule http href com www issimo caffe roast dark cold,good, NO</s>,-2,2,0
3739,science scientific theory dseg experiment result lady scientist hypothesis methodology rational russell study organization pyron,good, YES</s>,2,2,1
3740,canada ryan wave stephen indiana funny ontario blue ottawa danny smoke story sticker afford jonathan,bad, NO</s>,-2,-2,0
3741,bottle glass lemon delivery mint sale peach broken forward usually plastic offer prov half mio,bad, NO</s>,-2,-2,0
3742,need keep seem worth still hand container around clean result cheap teeth thing see basically,bad, YES</s>,2,-2,1
3743,could cheese bake homemade slice spoon fry spread onion style finally stand cardboard paper oven,good, YES</s>,2,2,1
3744,nice color cracker please substitute bring table surprise beautiful unique pork describe wine guest puff,bad, YES</s>,2,-2,1
3745,cramer image free clayton user email price incoming station optilink contact uunet design large cost,bad, NO</s>,-2,-2,0
3746,earth orbit nasa mission moon satellite lunar shuttle launch spacecraft probe flight mars solar project,good, YES</s>,2,2,1
3747,different bottle shipping excellent available plastic everyone pleased delivery glass lemon sample seller hazelnut mint,bad, YES</s>,2,-2,1
3748,bit almost type three two especially tiny remember learn second interest could fair require still,bad, NO</s>,-2,-2,0
3749,printer quality print byte laser component digital design lower electronics higher stuff network push cartr,good, YES</s>,2,2,1
3750,oil energy olive skin magnesium blue body salt blood diamond take supplement help heart bowel,good, YES</s>,2,2,1
3751,drug cheap dollar jeff bunch average rich screw crack curve reliable curious silly alcohol production,bad, NO</s>,-2,-2,0
3752,fire kill child cause woman live left away doctor food else home friend remember face,bad, NO</s>,-2,-2,0
3753,truth absolute doug symbol libxmu borland scripture paradox bible microsoft library slave undefined interpretation slavery,bad," bike, firearm, knife, criminal, carry, death, weapon, scsi, murder, smith, handgun, moral, child, defense, tape - YESappreciate, advance, anybody, info, thank, experience, hello, greatly, suggestion, wonder, edge, able, email, recently, thanx - NObible, christ, matthew, heaven, scripture, lord, father, word, passage, teach, mary, spirit, doctrine, verse, faith - YEStruth, absolute, doug, symbol, libxmu, borland, scripture, paradox, bible, microsoft, library, slave, undefined, interpretation, slavery - YES</s>",2,-2,1
3754,buying money cheaper compare bulk dont hate costco personally finger cent spend retail range pull,good, YES</s>,2,2,1
3755,strong highly twice cherry mostly stronger produce sick slight chamomile san pricing clam weaker bay,bad, NO</s>,-2,-2,0
3756,curve drug create libertarian email hold graphics looking fulk free fantasy copy block mark reading,bad, YES</s>,2,-2,1
3757,objective frank value values morality weight basis uucp science purpose chuck physical dwyer face word,bad, YES</s>,2,-2,1
3758,driver card memory sound running mode machine cards instal utexas gateway crash backup color monitor,good, YES</s>,2,2,1
3759,mark care couple marriage poor married live speech rent abortion coverage child free damn wilson,good, YES</s>,2,2,1
3760,baby pill jerky pump cost liter gerber sodastream hairball reflux teriyaki nursing whatever med fenugreek,bad, NO</s>,-2,-2,0
3761,argument moral ence keith statement human imply saying caltech conclusion definition therefore morality discussion rule,bad, YES</s>,2,-2,1
3762,hot different many others gift salad name filter keurig available dress choose suggest square creamy,bad, YES</s>,2,-2,1
3763,problem pay leave away less never switch crystal heavy lot mate spray stool solution kong,bad, YES</s>,2,-2,1
3764,package fresh receive absolutely disappointed fast white super return customer service terrible costco satisfied horrible,good, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESpackage fresh receive absolutely disappointed fast white super return customer service terrible costco satisfied horrible - NO</s>,2,2,1
3765,company available awesome sent licorice care email search affordable business since send premium back prompt,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YEScompany available awesome sent licorice care email search affordable business since send premium back prompt - YES</s>,2,-2,1
3766,health medical national cancer increase research center report fnal among newsletter child page volume april,good, YES</s>,2,2,1
