,Human,Model,wordset
3554,rather_good,good,turkish turk greek turkey armenia genoc soviet russian history today azeri muslim massacre henrik escape
3555,good,good,turkish turk greek turkey armenia nazi genoc soviet history german russian today azeri henrik escape
3556,good,good,turkish turk greek turkey armenia nazi genoc soviet history german today azeri russian henrik escape
3557,good,good,turkish turk greek turkey armenia nazi genoc soviet history russian german today azeri henrik muslim
3558,good,good,turkish turk greek turkey armenia nazi genoc soviet history russian today azeri muslim henrik massacre
3559,good,good,turkish turk turkey greek armenia genoc henrik history today russian soviet greece argic ottoman serdar
3560,rather_bad,good,turkish turk turkey greek armenia genoc henrik russian soviet today greece muslim ottoman army population
3561,bad,good,turkish turk turkey greek armenia genoc russian henrik history today soviet greece argic ottoman serdar
3562,bad,good,turkish turk turkey greek armenia genoc russian henrik today history soviet muslim greece ottoman argic
3563,good,good,turkish turk turkey greek armenia genoc russian today henrik history soviet muslim greece argic ottoman
3564,good,good,turkish turk turkey greek armenia genoc soviet henrik today history azeri greece nazi ottoman escape
3565,good,good,turkish turk turkey greek armenia genoc soviet henrik today history russian greece argic ottoman azeri
3566,bad,good,turkish turkey turk armenia greek nazi azeri soviet genoc german henrik pass trade captain close
3567,good,good,turkish turkey turk armenia greek nazi soviet german azeri genoc trade pass azerbaijan escape history
3568,bad,bad,turkish turkey turk trade pass thought kind face home german subject close turn nazi captain
3569,bad,bad,turn mean pasta brown cook crave coat dollar nicely folk worse awhile kitty throat tongue
3570,bad,bad,turn pasta brown cook mean coat crave dollar nicely folk worse awhile kitty throat tongue
3571,bad,bad,two bit almost especially type three tiny remember learn interest honestly require fair mistake class
3572,rather_bad,bad,two every item several brew deal smooth machine maker pot shop espresso sample french christmas
3573,bad,bad,uiuc cwru frank love uucp homosexual chris james thought white hell disclaimer andrew guess cleveland
3574,bad,bad,uiuc frank hell uucp white love andrew cwru james thought ever chris disclaimer george michael
3575,bad,bad,uiuc pres hell frank white andrew love light uucp michael ever james thought george cramer
3576,bad,bad,unit link display font type input cross output allocation error surrender banks intellect xterm gordon
3577,rather_good,bad,unit link display font type input cross output error allocation banks surrender intellect disk xterm
3578,bad,bad,unit link font cross type allocation display surrender xterm banks intellect cadre skepticism shameful chastity
3579,bad,bad,unit soon font cross pitt gordon banks link surrender skepticism intellect cadre shameful chastity allocation
3580,rather_bad,bad,unix directory comp package email library linux workstation graphics vendor user export hardware platform product
3581,good,bad,unix directory comp package email library linux workstation vendor graphics export user hardware platform product
3582,bad,bad,unix directory comp package library email linux workstation graphics vendor editor user hardware export product
3583,rather_good,bad,unix directory resource keyboard comp user application email graphics converter package server format library hardware
3584,rather_bad,good,unix resource server directory library user application type terminal converter release contrib running comp export
3585,bad,good,unix resource server directory library user application type terminal release export contrib converter motif running
3586,rather_bad,bad,usenet militia request mailing arms amendment constitution bear organize send regulate english shall membership address
3587,bad,bad,usenet militia request mailing arms amendment constitution bear send organize regulate english address shall membership
3588,good,bad,usenet request militia address mailing receive arms amendment send organize newsgroups bear constitution regulate english
3589,rather_good,good,user unix library directory package product comp graphics binary linux editor release site tool vendor
3590,good,good,user unix library directory package product comp graphics binary linux editor release tool site vendor
3591,rather_bad,bad,value money difficult bulk okay quantity msg bacon what's glutamate monosodium con although potential inexpensive
3592,bad,bad,value money difficult bulk quantity msg okay bacon what's teeth glutamate monosodium con although potential
3593,bad,bad,value money difficult quantity bulk msg okay bacon teeth what's glutamate monosodium con potential although
3594,bad,bad,value money difficult quantity msg bulk bacon okay teeth what's con glutamate monosodium although big
3595,bad,bad,value teeth difficult msg pea bone rawh spent what's glutamate monosodium europe potential inexpensive japanese
3596,bad,bad,value teeth difficult msg pea bone rawh what's spent glutamate monosodium europe japanese potential inexpensive
3597,rather_bad,bad,value teeth difficult msg pea bone spent rawh jasmine glutamate what's monosodium europe inexpensive potential
3598,bad,bad,value teeth difficult msg pea bone spent rawh jasmine what's glutamate monosodium europe inexpensive potential
3599,good,good,vanilla bean honey orange iced caffeine indiv soda lemon refresh stash stevia mint licorice beverage
3600,good,good,vanilla bean honey orange iced indiv caffeine lemon aroma refresh green stash sweeten stevia licorice
3601,bad,bad,vanilla chew pod bone pound toy mouth puppy play creamer rawh senseo around finally minute
3602,rather_bad,bad,vanilla chew pod bone toy pound play creamer puppy mouth last around rawh senseo minute
3603,bad,bad,vanilla chew pod pound bone toy puppy play creamer senseo rawh busy dle ear interest
3604,rather_bad,bad,vanilla chew pod toy bone pound chai caramel french creamer maker rawh senseo drip target
3605,bad,bad,vanilla chew pod toy bone pound chai caramel french maker creamer rawh senseo drip target
3606,good,bad,vanilla deal smooth brew several machine french maker shop sample espresso pot house drinker anymore
3607,bad,bad,vanilla deal smooth brew several machine french maker shop sample espresso pot two house drinker
3608,good,bad,vanilla deal smooth brew several machine french maker shop sample pot espresso house two drinker
3609,good,bad,vanilla french aroma k-cup medium hint matcha bitterness creamer burnt caribou press wolfgang match subtle
3610,bad,bad,vanilla french aroma k-cup medium hint matcha creamer bitterness burnt caribou wolfgang grove match puck
3611,bad,bad,vanilla french aroma medium k-cup hint matcha bitterness creamer burnt caribou wolfgang match press puck
3612,good,bad,vanilla french aroma medium k-cup hint matcha bitterness creamer burnt caribou wolfgang press match puck
3613,good,bad,vanilla french aroma medium k-cup hint matcha creamer bitterness burnt caribou roast wolfgang puck match
3614,rather_bad,bad,vanilla french aroma medium k-cup hint matcha creamer bitterness roast burnt caribou wolfgang though puck
3615,bad,bad,vanilla french aroma medium k-cup matcha hint creamer roast bitterness caribou burnt wolfgang though keurig
3616,bad,bad,vanilla french aroma medium k-cup matcha roast creamer hint bitterness caribou though light wolfgang keurig
3617,bad,good,vanilla french k-cup aroma chai keurig medium morning k-cups blend light matcha creamer starbucks roast
3618,bad,bad,vanilla french keurig k-cup aroma medium chai k-cups light morning blend matcha creamer hint starbucks
3619,good,bad,vanilla iced indiv caffeine espresso stevia mango fuel ually flower herbal jet illy lipton jasmine
3620,bad,bad,vanilla iced indiv caffeine soda orange stevia lemon mango beverage ually flower herbal illy lipton
