,text,true,model,model_extracted
3653,wave ryan guess story indiana ottawa stephen coming previous udel smoke roger mike compound gibson,-2,1,1
3654,wave ryan previous cleveland freenet story bike roger guess udel chris compound quite roby foot,-2,1,1
3655,wave ryan previous cleveland story freenet bike udel compound chris roger roby born foot east,-2,1,1
3658,weapon auto firearm semi safety police revolver self house action handgun rifle live attack license,2,1,1
3659,weapon crime firearm bill laws public criminal defense court handgun police vote federal carry washington,2,1,1
3660,weapon crime firearm bill laws public criminal defense handgun police vote court federal carry washington,2,1,1
3661,weapon crime firearm bill laws public defense criminal handgun vote police federal court carry washington,2,1,1
3662,weapon crime firearm laws bill court criminal public police defense handgun vote federal carry constitution,2,1,1
3663,weapon fire kill crime child firearm carry police cause woman death bill criminal member city,2,-2,-2
3664,weapon firearm auto semi safety police revolver self house handgun child action live citizen bill,2,1,1
3665,weapon firearm carry license handgun police semi safety auto automatic revolver section rifle bill dangerous,2,-2,-2
3666,weapon firearm carry license handgun police semi safety auto automatic revolver section rifle dangerous bill,2,1,1
3667,weapon firearm carry police license handgun safety semi auto automatic revolver officer section bill rifle,2,1,1
3668,weapon firearm carry police license handgun safety semi auto automatic revolver section dangerous officer rifle,2,1,1
3669,weapon firearm police auto safety carry semi license handgun fire section officer automatic shot revolver,2,1,1
3670,weapon firearm police auto safety semi handgun license revolver carry self bill fire dangerous shot,2,1,1
3671,weapon firearm police auto safety semi license handgun carry self revolver shot fire bill section,2,1,1
3672,weapon firearm police carry criminal crime self handgun license safety auto public semi officer kill,0,-2,-2
3673,weapon firearm police carry criminal crime self handgun license safety auto semi citizen officer public,2,1,1
3674,weapon firearm police carry criminal license safety handgun self semi public auto officer crime illegal,2,1,1
3675,weapon firearm police carry criminal self crime safety handgun license auto semi officer public kill,2,-2,-2
3676,weapon firearm police carry criminal self safety license handgun crime semi public officer auto kill,2,1,1
3677,weapon firearm police carry license safety auto semi handgun officer section automatic fire revolver bill,2,1,1
3678,weapon firearm police carry safety auto handgun semi license automatic revolver section fire bill dangerous,2,1,1
3679,weapon firearm police carry safety auto semi handgun license automatic revolver fire bill section dangerous,2,1,1
3680,weapon firearm police carry safety handgun semi license auto automatic revolver section officer fire bill,2,1,1
3681,weapon firearm police criminal carry crime auto self handgun safety license semi officer defense citizen,2,1,1
3682,weapon firearm police criminal carry crime self auto handgun safety license semi citizen officer kill,2,-2,-2
3683,weapon firearm police criminal carry crime self handgun safety license auto semi kill citizen public,2,1,1
3684,weapon kill fire child crime firearm carry woman police death bill cause criminal city home,2,1,1
3685,weapon kill fire child crime firearm carry woman police death cause bill criminal city home,2,1,1
3686,weapon kill fire child crime firearm woman carry death police bill criminal cause city doctor,1,1,1
3687,weapon kill fire child crime firearm woman carry police death bill criminal cause city doctor,2,-1,-1
3688,west suck joke bank thought dream shit beth jacket planet andy ling fake engr attack,-2,-2,-2
3689,white black pick male rose harris round weaver april straight johnson cooper philadelphia hulman gold,-1,1,1
3690,white black pick male rose straight harris weaver round johnson april cooper sexual homosexual nothing,-1,-1,-1
3691,white black pick male rose straight harris weaver round johnson april cooper sexual nothing homosexual,-2,-1,-1
3692,white black pick male straight rose harris weaver round sexual johnson homosexual cooper nothing april,-2,-1,-1
3693,white black pick straight male rose sexual harris weaver homosexual johnson round cooper nothing gold,-1,-1,-1
3694,white brad font round pick rose entry hulman season pittsburg april philadelphia winner male nextwork,-2,1,1
3695,white pick male rose black harris round johnson philadelphia nothing hulman report winner cooper handling,-2,1,1
3696,white rose male pick round harris pitt april brad black cooper hulman philadelphia report winner,-2,1,1
3697,white rose pick male round harris brad philadelphia hulman winner report black april cooper nextwork,-2,1,1
3698,window application display screen server motif manager font output open resource subject event function value,0,1,1
3699,window color display manager polygon colormap position save size visual screen washington mode standard application,2,1,1
3700,window color display manager screen create polygon pixel edge size visual depth position colormap blue,2,1,1
3701,window color display manager screen polygon size pixel visual create depth position colormap edge blue,2,1,1
3702,window display application server screen color motif manager function client resource image code create event,2,1,1
3703,window display color screen create manager edge pixel colors size polygon visual depth blue draw,2,1,1
3704,window display color screen manager create edge pixel polygon size visual colors depth colormap blue,2,1,1
3705,window display color screen manager server application visual mode memory size client colors colormap default,1,1,1
3706,window display driver memory server application screen color apple monitor image running mouse user machine,2,1,1
3707,window display image server application graphics code user screen color motif mouse format font running,2,1,1
3708,window display image server application graphics code user screen color motif mouse running format font,2,1,1
