INPUT:wordset,OUTPUT:quality,OUTPUT:topic_name,topic_name_num
thing quite expect probably i'd n't rather certainly either enough stir awful often though bother,good,words,1
thing quite expect probably i'd n't rather certainly either stir enough often awful seem though,good,adverbs,1
thing quite expect probably i'd n't rather certainly either stir enough often awful seem though,good,quite,1
thing quite expect probably i'd seem n't either wish stock certainly stir kind though end,good,afirmations,1
thing quite expect probably i'd seem n't either wish stock certainly stir though kind end,good,conversation,1
thing quite probably expect i'd n't rather certainly often stir enough either seem awful though,good,adverbs,1
think cooky cookie raspberry thin brownie agree fudge oreo gooey crumbly shortbread ahoy ruin fig,good,cookie,1
think know since review smell bad people another i'll may read dec reviewer might batch,good,analyze,1
think know since review smell bad people another i'll may read dec reviewer might batch,good,think,1
think review smell say bad pretty people know though i'll may see read seem n't,good,smell,1
think right calorie bean low fat candy amount high content sodium lower carbs sour plan,good,diet plan,1
think right calorie bean low fat candy amount high content sodium small lower carbs prov,good,fitness ,1
think right calorie bean low fat candy amount high content sodium small lower carbs prov,good,nutritional,1
thor vice jake george informatik fail libertarian steve employer bony hamburg replace steveh hendricks carter,good,movie actors,1
thor vice jake informatik fail steve print bony george libertarian hamburg employer steveh replace cell,good,informatik,1
thought end else stick cover boil air china burn min power die storage trick bully,good, boil air china ,1
thousand none mass policy trial border bullet former prison switzerland israeli destruction prisoner building slaughter,good,mass slaughter ,1
thousand none mass policy trial border bullet former prison switzerland israeli destruction prisoner building slaughter,good,war terminology,1
top family nut extra plus apple mixed cake egg hit raspberry mess banana travel brownie,good,food,1
top family nut plus extra apple cake mixed egg hit share raspberry mess banana travel,good,food,1
trade berkeley andy names tyre rick business prince division seattle stop uucp else custom forsale,good,business,1
trade berkeley andy names tyre rick business prince division seattle stop uucp else custom forsale,good,investiment,1
trade berkeley andy names tyre rick business prince division seattle stop uucp else custom forsale,good,tyres,1
trade berkeley prince division tyre care company business stop rick email seattle compile forsale become,good,berkeley,1
trade berkeley rick married division seattle names become uucp care custom stop forsale rwing scores,good,sports player,1
trade care berkeley married division seattle become forsale custom rick email stop marriage rwing scores,good,marriage ,1
treat company larc patient nasa lyme negative quack culture doctor khan saying carl nova tammy,good,health,1
truth absolute doug description symbol borland slave libxmu paradox darren arrogant scripture bible error trust,good,bible,1
truth absolute doug symbol description borland slave libxmu bible paradox scripture darren arrogant error exercise,good,process ,1
truth absolute doug symbol libxmu borland scripture paradox bible microsoft library slave undefined interpretation slavery,good,absolute,1
turkish history today muslim greek turk turkey close serve armenia million escape population genoc longer,good,europe,1
turkish history today muslim greek turk turkey close serve armenia million escape population genoc longer,good,turkish condition ,1
turkish muslim greek turk turkey islam population islamic genoc today history soviet mountain army village,good,islam in turkey,1
turkish muslim greek turk turkey islam population islamic genoc today history soviet mountain army village,good,population ,1
turkish muslim greek turk turkey islam population islamic genoc today history soviet mountain army village,good,turkey,1
turkish muslim greek turk turkey islam population islamic genoc today history soviet mountain army village,good,village,1
turkish muslim turk greek turkey armenia genoc soviet russian history islamic massacre mountain army escape,good,islamic massacre ,1
turkish muslim turk greek turkey armenia genoc soviet russian islamic history mountain massacre army escape,good,history,1
turkish muslim turk greek turkey armenia genoc soviet russian islamic history mountain massacre army escape,good,turkish,1
turkish muslim turk greek turkey armenia genoc soviet russian islamic history mountain massacre army islam,good,islam,1
turkish muslim turk greek turkey armenia genoc soviet russian islamic history mountain massacre army islam,good,muslim,1
turkish muslim turk greek turkey armenia genoc soviet russian islamic history mountain massacre army islam,good,muslim ,1
turkish muslim turk greek turkey armenia genoc soviet russian islamic history mountain massacre army islam,good,turkey history,1
turkish muslim turk greek turkey armenia history genoc russian soviet today islam islamic massacre mountain,good,genocide ,1
turkish muslim turk greek turkey armenia history genoc russian soviet today islam islamic massacre mountain,good,islam,1
turkish muslim turk greek turkey armenia history genoc russian soviet today islam islamic massacre mountain,good,regions,1
turkish muslim turk greek turkey armenia history genoc russian soviet today islam islamic massacre mountain,good,world war ii,1
turkish muslim turk greek turkey armenia history genoc russian soviet today islamic islam massacre mountain,good,history,1
turkish muslim turk greek turkey armenia history genoc russian soviet today islamic islam massacre mountain,good,ottoman empire ,1
turkish muslim turk greek turkey armenia history genoc russian soviet today islamic islam massacre mountain,good,political,1
turkish muslim turk greek turkey armenia history genoc russian soviet today islamic islam massacre mountain,good,races,1
turkish muslim turk greek turkey armenia history genoc russian soviet today islamic massacre islam mountain,good,citizenship,1
turkish muslim turk greek turkey armenia history genoc russian soviet today islamic massacre islam mountain,good,history,1
turkish muslim turk greek turkey armenia history genoc russian soviet today islamic massacre islam mountain,good,nationality,1
turkish muslim turk greek turkey armenia history genoc russian soviet today islamic massacre islam mountain,good,nations,1
turkish muslim turk greek turkey armenia history genoc russian soviet today islamic massacre islam mountain,good,turk,1
turkish muslim turk greek turkey armenia history genoc russian soviet today islamic massacre mountain army,good,turk history,1
turkish muslim turk greek turkey armenia history genoc russian soviet today islamic massacre mountain army,good,turkey ,1
turkish muslim turk greek turkey armenia history genoc russian soviet today islamic massacre mountain army,good,türkiye ,1
turkish muslim turk greek turkey history genoc armenia soviet islam russian today islamic mountain massacre,good,country religion ,1
turkish muslim turk greek turkey history genoc armenia soviet islam russian today islamic mountain massacre,good,muslim population ,1
turkish muslim turk greek turkey history genoc armenia soviet islam russian today islamic mountain massacre,good,nationality,1
turkish turk genoc soviet turkey armenia nazi today german russian ottoman captain serdar serve argic,good,countries,1
turkish turk genoc soviet turkey armenia nazi today german russian ottoman captain serdar serve argic,good,nationality,1
turkish turk genoc soviet turkey russian armenia muslim today ottoman serve population serdar argic mountain,good,eastern mediterranean ,1
