,wordset,all_topics,unsuitable_topics,suitable_topics
1993,discussion vote newsgroup misc uiuc electric irvine angry creation others topic brent stove suggest mike,"['discussion', 'vote', 'newsgroup', 'misc', 'uiuc', 'electric', 'irvine', 'angry', 'creation', 'others', 'topic', 'brent', 'stove', 'suggest', 'mike']","['others', 'electric', 'irvine', 'uiuc', 'stove', 'suggest', 'brent', 'mike', 'misc']","['newsgroup', 'topic', 'discussion', 'vote', 'angry', 'creation']"
1994,player hockey season league goal leaf playoff flyer next penalty draft division wings final puck,"['player', 'hockey', 'season', 'league', 'goal', 'leaf', 'playoff', 'flyer', 'next', 'penalty', 'draft', 'division', 'wings', 'final', 'puck']","['leaf', 'next', 'wings', 'flyer']","['league', 'player', 'playoff', 'penalty', 'puck', 'goal', 'division', 'draft', 'final', 'season', 'hockey']"
1995,earth orbit mission nasa moon satellite lunar spacecraft probe mars solar launch shuttle project flight,"['spacecraft', 'lunar', 'shuttle', 'moon', 'project', 'flight', 'mars', 'solar', 'satellite', 'launch', 'earth', 'probe', 'orbit', 'nasa', 'mission']",[],"['moon', 'solar', 'probe', 'shuttle', 'orbit', 'earth', 'satellite', 'nasa', 'mission', 'flight', 'launch', 'lunar', 'spacecraft', 'mars', 'project']"
1996,year two size old last month every start week since baby several long ago three,"['year', 'two', 'size', 'old', 'last', 'month', 'every', 'start', 'week', 'since', 'baby', 'several', 'long', 'ago', 'three']","['several', 'size', 'every', 'start']","['month', 'year', 'week', 'two', 'since', 'baby', 'old', 'long', 'ago', 'three', 'last']"
1997,moral objective science morality animal keith values scientific humans pain livesey frank behavior south natural,"['moral', 'objective', 'science', 'morality', 'animal', 'keith', 'values', 'scientific', 'humans', 'pain', 'livesey', 'frank', 'behavior', 'south', 'natural']",[],"['humans', 'behavior', 'animal', 'objective', 'morality', 'frank', 'science', 'scientific', 'pain', 'keith', 'values', 'natural', 'south', 'moral', 'livesey']"
1998,printer quality print byte laser component design digital lower electronics higher stuff network push cost,"['printer', 'quality', 'print', 'byte', 'laser', 'component', 'design', 'digital', 'lower', 'electronics', 'higher', 'stuff', 'network', 'push', 'cost']","['electronics', 'component', 'digital', 'lower', 'higher', 'printer', 'push', 'design', 'laser', 'print', 'stuff']","['byte', 'quality', 'network', 'cost']"
1999,marriage care couple married public gainey child ever business administration release technology congress kind live,"['marriage', 'care', 'couple', 'married', 'public', 'gainey', 'child', 'ever', 'business', 'administration', 'release', 'technology', 'congress', 'kind', 'live']",[],"['child', 'married', 'business', 'kind', 'couple', 'administration', 'public', 'congress', 'live', 'ever', 'release', 'gainey', 'technology', 'care', 'marriage']"
2000,wire ground neutral wiring math outlet swap panel electrical duke circuit current cable type cwru,"['wire', 'ground', 'neutral', 'wiring', 'math', 'outlet', 'swap', 'panel', 'electrical', 'duke', 'circuit', 'current', 'cable', 'type', 'cwru']","['swap', 'type', 'duke', 'cwru', 'ground', 'current']","['outlet', 'math', 'neutral', 'electrical', 'panel', 'circuit', 'cable', 'wiring', 'wire']"
2001,looking battery advance friend uiuc sell fine craig running month nice email junk grade date,"['looking', 'battery', 'advance', 'friend', 'uiuc', 'sell', 'fine', 'craig', 'running', 'month', 'nice', 'email', 'junk', 'grade', 'date']",[],"['craig', 'month', 'sell', 'fine', 'advance', 'nice', 'junk', 'grade', 'uiuc', 'running', 'date', 'battery', 'email', 'looking', 'friend']"
2002,news email usenet anonymous message service network discussion internet newsgroup user electronic member colorado technical,"['news', 'email', 'usenet', 'anonymous', 'message', 'service', 'network', 'discussion', 'internet', 'newsgroup', 'user', 'electronic', 'member', 'colorado', 'technical']","['colorado', 'anonymous', 'user', 'member', 'usenet', 'technical']","['newsgroup', 'service', 'news', 'internet', 'discussion', 'electronic', 'network', 'email', 'message']"
2003,sweet bar crunchy granola crunch yogurt raisin combination snack flake cereal almond cranberry nutritious tooth,"['sweet', 'bar', 'crunchy', 'granola', 'crunch', 'yogurt', 'raisin', 'combination', 'snack', 'flake', 'cereal', 'almond', 'cranberry', 'nutritious', 'tooth']","['raisin', 'bar', 'granola', 'tooth', 'yogurt', 'cranberry']","['flake', 'cereal', 'combination', 'nutritious', 'crunch', 'sweet', 'crunchy', 'snack', 'almond']"
2004,green protein powder blue body vitamin soy daily magnesium normal fiber blood source splenda supplement,"['green', 'protein', 'powder', 'blue', 'body', 'vitamin', 'soy', 'daily', 'magnesium', 'normal', 'fiber', 'blood', 'source', 'splenda', 'supplement']","['blue', 'normal', 'source', 'daily']","['blood', 'magnesium', 'supplement', 'powder', 'fiber', 'soy', 'splenda', 'green', 'protein', 'vitamin', 'body']"
2005,launch entry rule build commercial european market satellite output contest remark development contract size project,"['launch', 'entry', 'rule', 'build', 'commercial', 'european', 'market', 'satellite', 'output', 'contest', 'remark', 'development', 'contract', 'size', 'project']",[],"['size', 'project', 'satellite', 'remark', 'development', 'contest', 'output', 'contract', 'rule', 'launch', 'build', 'european', 'commercial', 'market', 'entry']"
2006,research center nasa april medical health national report cancer virginia washington page institute volume among,"['research', 'center', 'nasa', 'april', 'medical', 'health', 'national', 'report', 'cancer', 'virginia', 'washington', 'page', 'institute', 'volume', 'among']","['among', 'national', 'nasa', 'april', 'medical', 'page', 'health', 'virginia', 'cancer', 'volume']","['center', 'research', 'report', 'washington', 'institute']"
2007,country land germany german happy money waste nazi europe european race spend canadian proposal care,"['country', 'land', 'germany', 'german', 'happy', 'money', 'waste', 'nazi', 'europe', 'european', 'race', 'spend', 'canadian', 'proposal', 'care']","['happy', 'proposal', 'care', 'waste']","['german', 'nazi', 'spend', 'germany', 'canadian', 'europe', 'money', 'european', 'land', 'country', 'race']"
2008,hockey season player goal league leaf playoff flyer penalty division wings next shot draft final,"['final', 'goal', 'next', 'season', 'penalty', 'division', 'hockey', 'playoff', 'flyer', 'draft', 'leaf', 'wings', 'shot', 'player', 'league']","['flyer', 'leaf', 'next', 'draft', 'shot', 'wings']","['league', 'player', 'penalty', 'playoff', 'goal', 'division', 'final', 'season', 'hockey']"
2009,less calorie protein amount low fat fiber weight sodium gram substitute carbs lower lose diet,"['less', 'calorie', 'protein', 'amount', 'low', 'fat', 'fiber', 'weight', 'sodium', 'gram', 'substitute', 'carbs', 'lower', 'lose', 'diet']",[],"['less', 'substitute', 'lose', 'lower', 'low', 'fiber', 'diet', 'gram', 'weight', 'amount', 'calorie', 'sodium', 'fat', 'protein', 'carbs']"
2010,dog treat training liver greenies ball pup dog's puppy owner beneful beagle bully reward lick,"['training', 'liver', 'pup', 'beneful', 'puppy', 'ball', ""dog's"", 'greenies', 'reward', 'bully', 'treat', 'lick', 'dog', 'owner', 'beagle']","['beneful', 'greenies', 'bully']","['beagle', ""dog's"", 'lick', 'dog', 'training', 'ball', 'owner', 'liver', 'reward', 'pup', 'puppy', 'treat']"
2011,party nazi german germany anti ticket hitler holocaust history page torture publish political semitism quote,"['party', 'nazi', 'german', 'germany', 'anti', 'ticket', 'hitler', 'holocaust', 'history', 'page', 'torture', 'publish', 'political', 'semitism', 'quote']","['german', 'nazi', 'germany', 'torture', 'page', 'publish', 'party', 'ticket', 'quote']","['holocaust', 'history', 'political', 'semitism', 'anti', 'hitler']"
2012,free gluten salmon wet bpa turkey balance higher sol fussy cancer allergy tomato ocean diet,"['free', 'gluten', 'salmon', 'wet', 'bpa', 'turkey', 'balance', 'higher', 'sol', 'fussy', 'cancer', 'allergy', 'tomato', 'ocean', 'diet']",[],"['fussy', 'tomato', 'salmon', 'balance', 'free', 'allergy', 'gluten', 'bpa', 'higher', 'sol', 'ocean', 'diet', 'turkey', 'wet', 'cancer']"
2013,launch entry build commercial development satellite european rule project market output remark contest cost size,"['launch', 'entry', 'build', 'commercial', 'development', 'satellite', 'european', 'rule', 'project', 'market', 'output', 'remark', 'contest', 'cost', 'size']","['size', 'project', 'development', 'satellite', 'output', 'launch', 'build', 'european', 'commercial', 'market', 'cost', 'entry']","['contest', 'rule', 'remark']"
2014,price sell apple offer looking monitor original model distribution deal sale soon asking cheap condition,"['price', 'sell', 'apple', 'offer', 'looking', 'monitor', 'original', 'model', 'distribution', 'deal', 'sale', 'soon', 'asking', 'cheap', 'condition']","['sell', 'monitor', 'soon', 'sale', 'deal', 'asking', 'price', 'condition', 'original', 'apple', 'offer', 'model', 'distribution', 'cheap', 'looking']",[]
2015,nice hard kind never back please mountain overpower describe puff surprise lighter bring compare rarely,"['nice', 'hard', 'kind', 'never', 'back', 'please', 'mountain', 'overpower', 'describe', 'puff', 'surprise', 'lighter', 'bring', 'compare', 'rarely']",['mountain'],"['overpower', 'please', 'nice', 'bring', 'compare', 'kind', 'puff', 'rarely', 'back', 'lighter', 'surprise', 'describe', 'never', 'hard']"
2016,tasty fiber satisfy lunch healthier crunch dip yum typical hungry late bill wholesome guilt disappear,"['tasty', 'fiber', 'satisfy', 'lunch', 'healthier', 'crunch', 'dip', 'yum', 'typical', 'hungry', 'late', 'bill', 'wholesome', 'guilt', 'disappear']",[],"['bill', 'yum', 'hungry', 'guilt', 'fiber', 'late', 'typical', 'wholesome', 'crunch', 'tasty', 'disappear', 'dip', 'satisfy', 'lunch', 'healthier']"
2017,chip star potato corn vinegar kettle yellow blue addictive garden trap tortilla reason think whole,"['chip', 'star', 'potato', 'corn', 'vinegar', 'kettle', 'yellow', 'blue', 'addictive', 'garden', 'trap', 'tortilla', 'reason', 'think', 'whole']","['think', 'garden', 'kettle']","['trap', 'addictive', 'reason', 'chip', 'star', 'vinegar', 'tortilla', 'corn', 'blue', 'yellow', 'potato', 'whole']"
2018,hot milk cold stomach diet substitute shake warm sensitive nasty dissolve soy upset pain dairy,"['hot', 'milk', 'cold', 'stomach', 'diet', 'substitute', 'shake', 'warm', 'sensitive', 'nasty', 'dissolve', 'soy', 'upset', 'pain', 'dairy']","['hot', 'upset', 'cold', 'milk']","['sensitive', 'substitute', 'dissolve', 'nasty', 'diet', 'warm', 'soy', 'pain', 'shake', 'dairy', 'stomach']"
2019,apple offer monitor sale price shipping pitt selling gordon purchase banks sell manual dealer excellent,"['monitor', 'pitt', 'banks', 'sell', 'gordon', 'shipping', 'selling', 'apple', 'price', 'sale', 'offer', 'purchase', 'dealer', 'excellent', 'manual']",[],"['banks', 'sell', 'monitor', 'selling', 'gordon', 'pitt', 'sale', 'excellent', 'price', 'dealer', 'manual', 'apple', 'offer', 'purchase', 'shipping']"
2020,away roast dark full rich flavorful pick rest extremely world double drinker magic consistently drank,"['away', 'roast', 'dark', 'full', 'rich', 'flavorful', 'pick', 'rest', 'extremely', 'world', 'double', 'drinker', 'magic', 'consistently', 'drank']","['away', 'double', 'roast']","['drank', 'rest', 'magic', 'drinker', 'consistently', 'pick', 'flavorful', 'extremely', 'dark', 'world', 'rich', 'full']"
2021,roast dark full bit away long rich half flavorful miss person noodle extremely lover ground,"['roast', 'dark', 'full', 'bit', 'away', 'long', 'rich', 'half', 'flavorful', 'miss', 'person', 'noodle', 'extremely', 'lover', 'ground']",[],"['half', 'miss', 'away', 'noodle', 'person', 'extremely', 'long', 'flavorful', 'lover', 'dark', 'ground', 'rich', 'bit', 'full', 'roast']"
2022,risc week driver instruction spacecraft picture large adaptec mode next orbit cause memory blah rose,"['risc', 'week', 'driver', 'instruction', 'spacecraft', 'picture', 'large', 'adaptec', 'mode', 'next', 'orbit', 'cause', 'memory', 'blah', 'rose']",[],"['orbit', 'risc', 'week', 'adaptec', 'next', 'large', 'memory', 'rose', 'picture', 'mode', 'spacecraft', 'blah', 'cause', 'driver', 'instruction']"
2023,bible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith,"['bible', 'christ', 'matthew', 'heaven', 'scripture', 'lord', 'father', 'word', 'passage', 'teach', 'mary', 'spirit', 'doctrine', 'verse', 'faith']","['mary', 'matthew', 'word', 'heaven', 'teach', 'christ', 'scripture', 'verse', 'lord', 'spirit', 'bible', 'doctrine', 'passage', 'father', 'faith']",[]
2024,driver card memory simms cards crash battery gateway backup diamond tower accelerator tape error boot,"['driver', 'card', 'memory', 'simms', 'cards', 'crash', 'battery', 'gateway', 'backup', 'diamond', 'tower', 'accelerator', 'tape', 'error', 'boot']",[],"['backup', 'cards', 'crash', 'diamond', 'error', 'card', 'accelerator', 'tape', 'memory', 'boot', 'gateway', 'tower', 'driver', 'simms', 'battery']"
2025,bit extra cream three bold ice type second tiny remember two single people honestly require,"['bit', 'extra', 'cream', 'three', 'bold', 'ice', 'type', 'second', 'tiny', 'remember', 'two', 'single', 'people', 'honestly', 'require']","['ice', 'cream']","['honestly', 'type', 'extra', 'tiny', 'two', 'single', 'require', 'bold', 'second', 'people', 'remember', 'bit', 'three']"
2026,calorie protein low amount fat sodium weight gram carbs meal fiber carb msg daily diabetic,"['calorie', 'protein', 'low', 'amount', 'fat', 'sodium', 'weight', 'gram', 'carbs', 'meal', 'fiber', 'carb', 'msg', 'daily', 'diabetic']",[],"['low', 'meal', 'fiber', 'msg', 'gram', 'weight', 'carb', 'amount', 'calorie', 'sodium', 'fat', 'protein', 'carbs', 'diabetic', 'daily']"
2027,sauce spicy pepper apple noodle heat kick chili lime hot restaurant wasabi bbq asian tomato,"['sauce', 'spicy', 'pepper', 'apple', 'noodle', 'heat', 'kick', 'chili', 'lime', 'hot', 'restaurant', 'wasabi', 'bbq', 'asian', 'tomato']","['sauce', 'tomato', 'hot', 'noodle', 'lime', 'asian', 'apple', 'restaurant', 'bbq', 'kick']","['pepper', 'chili', 'wasabi', 'spicy', 'heat']"
2028,drug money dollar cheap jeff rich illegal screw average crack curve choice legal spend reliable,"['drug', 'money', 'dollar', 'cheap', 'jeff', 'rich', 'illegal', 'screw', 'average', 'crack', 'curve', 'choice', 'legal', 'spend', 'reliable']","['legal', 'crack', 'jeff', 'screw', 'reliable', 'curve', 'choice']","['spend', 'money', 'illegal', 'cheap', 'rich', 'drug', 'dollar', 'average']"
2029,stuff save hand market wife subscribe drop addict today square enough delighted dad grove haribo,"['stuff', 'save', 'hand', 'market', 'wife', 'subscribe', 'drop', 'addict', 'today', 'square', 'enough', 'delighted', 'dad', 'grove', 'haribo']",[],"['delighted', 'addict', 'enough', 'hand', 'haribo', 'square', 'grove', 'wife', 'save', 'market', 'subscribe', 'stuff', 'drop', 'today', 'dad']"
2030,period pittsburgh player detroit boston score chicago louis baseball third lemieux division dave toronto wings,"['period', 'pittsburgh', 'player', 'detroit', 'boston', 'score', 'chicago', 'louis', 'baseball', 'third', 'lemieux', 'division', 'dave', 'toronto', 'wings']",['wings'],"['dave', 'player', 'detroit', 'louis', 'chicago', 'boston', 'lemieux', 'third', 'toronto', 'division', 'score', 'baseball', 'period', 'pittsburgh']"
